,month_of_crash,day_of_week,hour_of_crash,manner_of_collision,light_condition,land_use,latitude,longitude,atmospheric_conditions_1,number_of_drunk_drivers,number_of_fatalities
17410,5,5,12,0,1,1,40.44301944,-97.17931389,10,0,1
17411,10,2,12,0,1,1,36.92313611,-85.8024,10,0,1
17412,3,4,10,0,9,1,39.53946111,-85.7051,10,0,1
17413,3,4,18,0,1,1,36.1166,-96.6433,10,1,1
17414,2,6,8,0,1,1,33.1513,-90.13073611,10,0,1
17415,12,7,0,0,2,1,38.27329722,-83.12004722,10,1,1
17416,12,2,21,0,3,2,39.18408333,-94.39569444,10,0,1
17417,7,5,2,0,2,1,42.491075,-73.54903333,10,0,1
17418,4,3,99,0,2,2,36.13091944,-86.39626944,10,0,1
17419,9,3,20,0,2,2,34.24597222,-83.80248333,10,1,1
17420,3,1,3,0,2,1,30.45985,-92.20248889,10,1,1
17421,1,2,22,0,2,1,36.14783889,-82.70833889,10,1,1
17422,12,2,15,0,1,1,30.97070833,-86.45346944,10,1,1
17423,1,5,22,0,2,1,41.583075,-73.59113611,10,1,1
17424,11,5,2,0,2,1,39.11511111,-93.72983333,10,1,1
17425,12,2,16,0,2,1,37.86625,-93.41530556,10,0,1
17426,6,3,12,0,1,1,39.83511111,-82.27659722,10,1,1
17427,12,1,19,0,2,1,30.59767778,-91.47484444,10,1,1
17428,12,5,10,0,1,1,43.77187222,-88.16071944,10,0,1
17429,12,4,15,0,1,2,43.073175,-88.36445,10,1,1
17430,11,3,13,0,1,1,36.13050833,-77.42179722,10,0,1
17431,8,5,0,0,2,1,35.75187778,-81.82763056,10,0,1
17432,8,3,8,0,1,1,35.56825556,-81.41086111,10,0,1
17433,10,3,0,0,2,2,41.43711944,-72.719675,1,1,1
17434,10,3,0,0,2,2,41.89762778,-72.46006944,1,1,1
17435,9,5,20,0,2,2,41.97318889,-70.80478056,1,0,1
17436,11,1,3,0,2,2,42.15616111,-71.06892778,1,1,1
17437,8,7,8,0,1,1,37.72978889,-88.59777222,1,0,1
17438,9,5,11,0,1,1,31.65053889,-89.56961389,1,1,1
17439,8,2,9,0,1,1,48.64778611,-104.43494444,1,0,1
17440,8,1,3,0,2,2,38.16226389,-85.70008889,1,1,1
17441,5,2,13,0,1,1,40.82144167,-76.58446944,1,0,1
17442,7,7,13,0,1,1,41.83739444,-73.57710556,1,0,1
17443,7,7,15,0,1,1,32.56975556,-84.28280556,1,0,1
17444,3,4,0,0,2,2,33.22482222,-84.288575,1,0,1
17445,6,3,21,0,3,2,34.13493056,-116.37586944,1,1,1
17446,4,1,10,0,1,1,34.19637778,-114.20906111,1,0,1
17447,6,7,16,0,1,1,34.159325,-111.32318333,1,0,1
17448,8,7,11,0,1,1,41.64425833,-73.78800278,1,1,1
17449,4,6,7,0,1,1,42.60258611,-91.10706667,1,0,1
17450,7,1,18,0,1,1,34.2284,-95.5964,1,0,1
17451,9,2,9,0,1,1,35.4217,-95.9994,1,0,1
17452,4,3,20,0,2,1,27.64053056,-80.64348889,1,1,2
17453,5,7,1,0,2,1,32.55446111,-83.62943889,1,1,1
17454,1,5,2,0,2,1,33.87865278,-87.32532778,1,1,1
17455,7,7,22,0,2,1,42.48462778,-72.98802222,1,1,1
17456,1,1,18,0,2,1,41.36633889,-93.67301111,1,1,1
17457,1,1,4,0,2,1,34.68510833,-89.17210556,1,1,1
17458,6,2,22,0,2,1,43.70391667,-116.58750833,1,1,1
17459,9,4,22,0,2,1,34.53920833,-86.58831667,1,1,1
17460,1,1,21,0,2,1,36.23703889,-94.48765833,1,1,1
17461,6,4,23,0,2,1,37.11286111,-86.64096389,1,0,1
17462,9,3,17,0,1,1,36.91746944,-88.35127222,1,0,1
17463,5,4,1,0,2,1,40.64225833,-77.23831667,1,1,1
17464,1,5,0,0,2,1,39.70194444,-78.7167,1,1,1
17465,11,6,1,0,2,1,33.55786667,-80.8187,1,1,1
17466,2,4,7,0,1,2,40.15929444,-76.57633611,1,0,1
17467,11,1,0,0,3,2,39.98361111,-105.23158889,1,1,1
17468,12,7,22,0,3,2,40.753025,-75.26657222,1,0,2
17469,10,5,1,0,2,1,40.30954167,-80.2758,1,1,1
17470,1,3,16,0,1,1,31.74520556,-89.44106944,1,0,1
17471,8,1,11,0,1,1,37.643675,-87.43016944,1,1,1
17472,9,7,17,0,1,1,37.981375,-86.30056667,1,1,1
17473,12,7,2,0,2,1,40.22545,-77.7253,1,1,1
17474,3,5,14,0,1,1,41.87474167,-90.14121667,1,0,1
17475,7,4,22,0,2,2,40.37853889,-75.33215556,1,1,1
17476,1,2,10,0,1,1,41.34958333,-74.314275,3,0,1
17477,9,6,10,0,1,1,36.86527778,-80.19027778,1,0,1
17478,5,6,6,0,4,1,35.22180833,-80.29767222,1,0,1
17479,8,1,19,0,5,1,35.94446667,-82.28038889,1,1,2
17480,11,5,0,0,2,1,35.99131944,-79.74101944,1,1,1
17481,2,1,1,0,2,1,35.72054722,-80.70356944,1,1,1
17482,9,1,0,0,2,1,34.81968333,-77.55209167,1,1,1
17483,3,1,1,0,2,1,35.87099444,-77.50254722,1,1,1
17484,9,3,13,0,1,1,36.26135556,-80.20132222,1,0,1
17485,8,7,7,0,2,1,32.57007778,-96.12881667,1,1,1
17486,6,4,16,0,1,1,36.53588056,-80.69623889,1,1,1
17487,7,3,10,0,1,1,35.32600833,-79.0487,1,1,1
17488,5,1,13,0,1,1,30.27665278,-101.06737778,1,0,1
17489,1,2,16,0,1,1,32.30768889,-99.00928333,1,1,1
17490,9,7,12,0,1,1,36.73988889,-90.73725,1,0,1
17491,9,6,4,0,2,1,32.53988056,-87.18031389,1,1,1
17492,7,5,14,0,1,1,46.53213333,-118.14424444,1,1,1
17493,8,1,20,0,2,1,40.36614722,-79.31364167,1,1,1
17494,9,1,99,0,2,1,36.28951111,-82.57973889,1,1,1
17495,5,1,17,0,1,1,47.63073056,-104.14234444,1,1,1
17496,1,1,4,0,2,1,42.93325,-108.51731111,1,1,1
17497,10,1,18,0,5,1,40.41542778,-75.74346944,1,1,1
17498,1,3,14,0,1,2,40.29300556,-75.17321389,1,0,1
17499,10,2,8,0,1,1,34.325,-96.4215,1,0,1
17500,5,7,12,0,1,1,39.32695,-77.40967778,1,0,1
17501,9,3,12,0,1,1,36.11356944,-82.94978889,1,0,1
17502,8,4,6,0,4,1,37.75473611,-84.88378056,1,0,1
17503,6,7,18,0,1,1,39.27168889,-94.32715833,1,1,1
17504,1,1,8,0,1,1,35.4483,-99.3731,1,0,1
17505,12,3,9,0,1,1,33.9366,-97.1077,1,0,1
17506,10,4,18,0,1,1,37.63533889,-82.14726389,1,0,1
17507,10,7,10,0,1,1,45.46421389,-109.48735278,1,0,1
17508,5,1,18,0,1,1,40.12220556,-111.95916944,1,1,1
17509,8,5,17,0,1,2,41.69076389,-71.26287778,1,0,1
17510,10,7,16,0,1,2,34.50945,-112.24116667,1,0,1
17511,7,7,8,0,1,2,41.536125,-87.2403,1,0,1
17512,9,7,23,0,2,1,37.56511111,-84.89297778,1,1,1
17513,1,7,3,0,3,2,29.91606944,-89.90043889,1,1,1
17514,6,1,4,0,2,1,35.21295,-118.73789444,1,1,2
17515,10,5,21,0,2,1,27.22301111,-98.741025,1,1,1
17516,6,6,0,0,2,2,28.7243,-96.26541111,1,1,1
17517,11,4,18,0,2,1,38.19241111,-121.571825,1,0,1
17518,7,4,99,0,2,1,34.50087222,-117.15488056,1,1,1
17519,5,1,16,0,1,1,29.94768611,-99.02004167,1,0,1
17520,7,7,22,0,3,1,38.38780556,-75.47017222,1,1,1
17521,4,5,5,0,4,1,35.2394,-87.08523056,1,0,1
17522,9,3,14,0,1,2,40.06968611,-77.56754722,1,0,1
17523,10,3,15,0,1,2,38.99166667,-84.21666667,1,0,1
17524,9,1,23,0,2,1,36.78091667,-92.93872222,1,1,1
17525,3,2,18,0,1,1,37.59751111,-121.859025,1,0,1
17526,3,1,20,0,2,1,41.39595,-75.18014167,4,1,1
17527,2,6,20,0,2,1,31.8364,-101.69335,4,0,1
17528,7,6,10,0,1,1,31.75523333,-97.94132222,1,0,1
17529,7,5,7,0,1,1,44.55715833,-83.724075,1,1,1
17530,4,6,16,0,1,1,33.70815,-117.0848,1,1,1
17531,12,6,4,0,2,1,34.20732778,-79.64681944,1,0,1
17532,6,6,15,0,1,1,41.82355556,-78.011975,1,0,2
17533,8,5,0,0,2,1,41.76191389,-79.7782,1,1,1
17534,12,6,21,0,2,1,34.55123333,-81.01837222,1,0,1
17535,4,2,13,0,1,1,30.41051944,-81.4219,1,0,1
17536,11,2,14,0,1,1,34.51032778,-90.00409722,1,0,1
17537,5,2,0,0,2,1,33.23294722,-87.41972778,1,1,1
17538,9,6,13,0,1,2,26.10795278,-80.28844167,1,0,1
17539,9,4,13,0,1,1,37.31921667,-106.03809167,1,0,1
17540,1,6,99,0,2,1,40.18953889,-96.127925,1,0,1
17541,8,4,9,0,1,1,37.19438889,-94.09005556,1,0,1
17542,10,7,17,0,1,1,32.20088333,-81.01543056,1,1,1
17543,2,7,2,0,2,2,45.033025,-93.262575,1,1,2
17544,10,1,7,0,1,1,45.07591667,-122.68376389,1,1,1
17545,6,7,6,0,1,1,44.84469444,-123.30497222,1,0,1
17546,11,7,2,0,2,2,32.756275,-80.21489722,1,1,1
17547,10,1,3,0,2,2,40.14901389,-76.23624167,1,1,1
17548,2,5,16,0,1,1,38.35597778,-83.67018889,10,0,1
17549,3,7,3,0,2,2,38.99158056,-76.840775,10,1,1
17550,6,7,15,0,1,2,29.89764444,-95.44758333,10,1,1
17551,5,1,7,0,1,1,32.17777778,-95.44596667,10,0,1
17552,7,5,10,0,9,1,39.66646389,-97.11070556,99,0,1
17553,12,3,20,0,2,1,37.46551944,-84.87548889,2,1,1
17554,12,5,2,0,2,1,35.53236111,-101.06666944,5,1,1
17555,3,2,8,0,4,1,30.94795556,-101.16734167,5,0,1
17556,11,3,6,0,4,1,35.20233889,-94.21458056,5,0,1
17557,4,3,21,0,2,1,35.88141944,-80.82670278,2,0,1
17558,9,7,19,0,5,1,36.36128889,-83.41228889,2,0,1
17559,2,1,22,0,2,1,35.4625,-96.2646,2,0,1
17560,6,1,18,0,1,1,34.61265833,-92.79482778,2,0,1
17561,12,5,18,0,2,1,39.68611944,-82.82188611,10,1,1
17562,3,3,15,0,1,1,38.24310556,-84.33167222,10,0,1
17563,12,6,16,0,1,1,36.63815,-83.94225,10,1,1
17564,11,4,18,0,2,1,38.09914722,-84.41922778,10,1,1
17565,8,7,1,0,2,1,29.95739444,-82.41161944,10,1,1
17566,7,3,11,0,1,1,38.32000278,-84.64793889,10,1,1
17567,11,2,5,0,2,1,46.51689444,-105.69230278,10,1,1
17568,9,7,23,0,2,1,38.62883889,-75.16018889,10,1,1
17569,5,6,19,0,1,1,36.94219722,-86.59476944,10,1,1
17570,12,2,21,0,2,2,28.22986667,-82.19813889,1,1,1
17571,4,1,10,0,1,1,27.31448056,-82.10821111,1,0,1
17572,7,6,8,0,1,1,36.20201667,-100.82078889,5,0,1
17573,3,1,15,0,1,2,32.91981944,-105.92154444,1,0,1
17574,8,7,2,0,2,2,33.96931111,-81.16105278,1,1,1
17575,2,7,19,0,2,1,32.93840278,-98.39288056,1,0,1
17576,1,2,16,0,1,1,29.78821944,-93.11351944,1,1,1
17577,5,1,2,0,2,1,39.93724167,-78.23891667,1,1,1
17578,3,5,8,0,1,2,40.90516944,-77.78640278,1,0,1
17579,1,6,20,0,1,2,33.71511389,-78.92254444,1,1,1
17580,5,1,12,0,1,2,33.87678611,-118.17368611,1,0,1
17581,1,7,15,0,1,2,39.98411389,-76.29134444,1,0,1
17582,3,7,12,0,1,1,34.32275,-118.00286944,1,0,1
17583,10,2,2,0,2,2,34.01925,-117.49566944,1,1,1
17584,1,4,3,0,3,2,37.64726667,-122.47193333,1,1,1
17585,8,1,3,0,6,2,38.8849,-76.91141111,1,0,1
17586,7,7,22,0,3,2,40.28143333,-78.96455278,1,1,1
17587,12,4,4,0,2,1,33.69855278,-86.98946389,2,0,1
17588,6,7,0,0,2,1,40.52840556,-77.20868889,2,1,1
17589,11,4,14,0,1,2,42.30301111,-71.64020556,1,0,1
17590,4,5,17,0,1,1,43.13654444,-71.01776667,1,0,1
17591,3,5,99,0,1,1,41.40935556,-99.45035,1,0,1
17592,12,7,14,0,1,1,36.16756389,-105.96853056,1,0,2
17593,4,1,14,0,1,2,33.854075,-117.89948333,1,0,1
17594,3,2,1,0,3,2,28.35799444,-80.78268889,1,1,1
17595,7,5,21,0,2,1,41.72691667,-73.78131389,1,0,1
17596,12,4,23,0,2,2,41.59124722,-72.41283333,1,1,1
17597,12,7,6,0,1,2,43.44176667,-70.77906111,1,0,1
17598,4,5,23,0,3,2,40.089275,-75.11799722,1,1,1
17599,1,7,13,0,1,1,36.36906667,-80.45345556,1,0,1
17600,3,4,14,0,1,1,32.09940833,-97.75049167,1,0,1
17601,8,5,2,0,3,2,32.74386944,-117.04885,1,1,1
17602,9,6,3,0,2,2,32.73109444,-117.15428056,1,1,1
17603,5,6,21,0,1,2,36.06639444,-119.03913056,1,0,2
17604,5,7,2,0,2,1,39.74228611,-76.58693611,1,1,1
17605,3,1,1,0,2,1,39.38020833,-104.72083333,1,1,1
17606,12,3,99,0,2,1,33.40996111,-116.81741944,10,0,1
17607,4,7,17,0,1,1,30.3325,-90.8316,10,1,1
17608,8,6,13,0,1,1,41.81915,-122.591425,10,0,1
17609,8,4,16,0,5,1,35.52443056,-89.86066944,2,1,1
17610,6,6,23,0,2,1,41.21047778,-82.39711389,2,1,1
17611,10,7,5,0,2,2,34.59951111,-112.42473333,1,1,1
17612,2,6,16,0,1,1,31.66884444,-110.35015556,1,0,1
17613,2,5,12,0,1,1,41.44055,-122.38549444,1,0,1
17614,7,4,4,0,2,1,41.207825,-80.19281111,1,0,1
17615,1,6,12,0,1,1,37.33333333,-77.19621667,1,0,1
17616,3,7,21,0,2,1,36.97777778,-77.21472222,1,1,1
17617,11,4,4,0,2,1,38.26086667,-77.11771944,1,0,1
17618,2,7,0,0,2,1,38.23166667,-77.12583333,1,0,1
17619,9,2,0,0,2,1,37.3775,-77.22833333,1,1,1
17620,2,7,15,0,1,1,37.10333333,-80.43583333,1,0,1
17621,3,1,14,0,1,1,36.96027778,-77.97,1,0,1
17622,10,2,13,0,1,1,34.82745,-89.56203056,1,0,1
17623,7,7,11,0,1,1,37.78464722,-76.99523611,1,1,1
17624,9,3,12,0,1,1,37.21944444,-82.27611111,1,0,1
17625,9,5,6,0,4,1,36.80694444,-80.97555556,1,0,1
17626,3,6,17,0,1,1,36.89305556,-80.78722222,1,1,1
17627,7,2,13,0,1,1,37.9276,-78.35926389,1,0,1
17628,2,7,10,0,1,1,37.7575,-80.01916667,1,1,1
17629,9,5,16,0,1,1,36.63527778,-81.07722222,1,0,1
17630,1,7,21,0,1,1,32.01380833,-90.67947222,2,1,1
17631,10,1,11,0,1,1,30.58558333,-89.75042778,2,0,2
17632,10,1,4,0,2,1,34.26309722,-89.27574444,2,0,1
17633,2,7,2,0,3,2,36.93166667,-76.24416667,1,1,1
17634,1,3,7,0,1,1,37.40861111,-77.55638889,1,0,1
17635,3,1,16,0,1,2,39.40201111,-75.01380278,12,0,1
17636,5,4,18,0,1,1,34.95976111,-79.22138611,10,1,1
17637,11,3,8,0,1,2,41.39005278,-92.90066944,10,0,1
17638,4,1,3,0,2,1,36.035025,-77.95994167,1,1,1
17639,6,1,21,0,2,1,36.19015,-79.39759722,1,1,1
17640,1,5,23,0,2,1,35.32578333,-83.80367222,1,1,1
17641,1,3,22,0,2,1,36.216075,-80.49080278,1,1,2
17642,12,4,21,0,2,1,35.91387222,-80.23372222,1,1,1
17643,10,7,21,0,2,1,35.56149444,-81.00252222,1,1,1
17644,4,1,2,0,2,1,35.29654722,-79.35890833,1,1,1
17645,4,6,5,0,1,1,34.87797222,-79.15164444,1,0,1
17646,3,7,20,0,2,1,36.41193333,-79.72200556,1,1,1
17647,11,1,0,0,2,1,34.32598889,-77.88136111,1,0,1
17648,12,4,23,0,2,1,35.96284444,-76.94911667,1,1,1
17649,1,1,21,0,2,1,36.01039444,-80.11870556,1,1,1
17650,2,6,15,0,1,1,35.6794,-77.8617,1,0,1
17651,9,4,23,0,2,1,35.82227778,-80.96401944,1,1,1
17652,4,2,5,0,2,1,35.40425,-79.57429167,1,0,1
17653,5,3,20,0,5,1,35.56223889,-78.81430833,1,0,1
17654,3,4,19,0,5,1,34.41339444,-77.60043611,1,0,1
17655,2,1,20,0,2,1,32.88011389,-94.18118333,1,0,1
17656,8,7,19,0,1,1,27.56870833,-98.45159722,1,0,1
17657,3,6,12,0,1,1,36.05080833,-77.9873,1,0,1
17658,4,6,7,0,1,1,35.32393889,-77.20453889,1,0,1
17659,6,7,15,0,1,1,35.69417778,-76.77018333,1,0,1
17660,12,4,8,0,1,1,35.35430278,-81.08097222,1,0,1
17661,12,5,11,0,1,1,35.69350833,-79.41982778,1,0,1
17662,5,7,12,0,1,1,34.29511944,-78.70735,1,0,1
17663,7,3,16,0,1,1,36.11091944,-78.53032222,1,0,1
17664,8,6,16,0,1,1,35.91608889,-77.86995278,1,0,1
17665,8,4,18,0,1,1,35.01058889,-80.12352222,1,0,1
17666,4,6,15,0,1,1,34.65108611,-79.15502222,1,0,1
17667,12,6,10,0,1,1,35.83046944,-81.37584444,1,0,1
17668,1,5,11,0,1,1,36.05355278,-79.32221389,1,0,1
17669,6,2,10,0,1,1,35.90502778,-81.3819,1,0,1
17670,8,1,20,0,5,1,35.31001944,-78.97405833,1,0,1
17671,8,4,20,0,5,1,35.31914167,-78.99432222,1,1,1
17672,12,3,10,0,1,1,36.47753611,-77.88292778,1,0,1
17673,6,2,16,0,1,1,35.35352778,-81.92063611,1,0,1
17674,6,1,17,0,1,1,35.71663056,-79.49601944,1,0,1
17675,5,2,11,0,1,2,35.12967778,-80.39633333,1,0,1
17676,11,1,0,0,6,1,32.59458611,-83.81635833,1,0,1
17677,7,5,16,0,1,1,39.21303056,-74.87363889,1,0,1
17678,9,3,3,0,1,1,35.40498611,-82.56953333,1,1,1
17679,10,6,20,0,2,1,32.13784722,-95.121275,1,0,1
17680,7,5,13,0,1,2,33.90249444,-84.67495,1,0,1
17681,6,4,11,0,1,2,42.13313056,-70.94485833,1,0,1
17682,5,1,3,0,2,2,42.28909167,-72.74286111,1,1,1
17683,1,5,1,0,3,2,42.41348056,-71.15573056,1,0,1
17684,1,7,12,0,1,1,34.32495556,-92.11739444,1,0,1
17685,3,6,17,0,1,1,36.372675,-93.44651389,1,1,1
17686,11,7,6,0,4,1,30.07153611,-99.26055556,1,1,1
17687,6,7,18,0,1,1,34.77234722,-77.92155,1,1,1
17688,6,6,14,0,1,1,36.19031111,-79.27871389,1,0,1
17689,7,7,99,0,2,1,35.52841944,-89.85351944,1,1,1
17690,4,6,15,0,1,1,44.93024444,-122.668975,1,0,1
17691,10,5,10,0,1,1,30.58227778,-92.59471111,1,0,1
17692,1,6,15,0,1,1,41.28697778,-84.91824167,1,0,1
17693,10,5,10,0,1,1,36.6031,-87.83731944,1,0,1
17694,10,5,22,0,1,1,44.33886111,-68.67486944,1,0,1
17695,9,7,11,0,1,1,44.04811944,-70.5475,1,0,1
17696,1,1,11,0,1,1,34.77289722,-85.4401,1,0,2
17697,4,4,12,0,1,1,40.60457222,-76.39603889,1,0,1
17698,6,7,17,0,1,1,34.47943889,-84.54186944,1,0,1
17699,4,2,13,0,1,1,32.81026667,-80.15608056,1,0,1
17700,1,6,15,0,1,1,38.06802778,-80.00235833,1,0,1
17701,2,5,15,0,1,1,34.63256667,-82.21611944,1,0,1
17702,1,1,15,0,1,1,43.67041944,-71.29263889,1,0,1
17703,2,3,10,0,1,1,40.20824444,-75.76711944,1,0,1
17704,6,1,2,0,6,1,33.90829444,-85.31010833,1,0,1
17705,5,7,20,0,5,1,39.38177222,-77.80383889,1,0,1
17706,8,6,12,0,1,1,37.42665556,-85.30064444,1,0,1
17707,10,5,11,0,1,1,34.7138,-94.6683,1,0,1
17708,7,7,17,0,1,1,34.94410278,-87.17713611,1,0,1
17709,4,1,21,0,2,1,38.46805556,-107.45859444,1,1,1
17710,6,5,14,0,1,1,45.186975,-92.77192222,1,1,1
17711,11,7,13,0,1,1,38.35894722,-84.77996389,1,1,1
17712,6,6,9,0,1,1,34.67801389,-80.53963889,1,0,1
17713,11,7,12,0,1,1,38.39123611,-84.07133611,1,1,1
17714,5,2,0,0,2,1,40.29373333,-85.07628611,1,0,1
17715,5,7,22,0,2,1,38.09851389,-86.08181111,1,0,1
17716,8,6,23,0,2,1,40.42526111,-81.15909722,1,1,1
17717,2,2,3,0,2,1,40.57319444,-88.63159444,1,1,1
17718,3,7,20,0,2,1,36.45691944,-83.04171944,1,0,1
17719,12,7,6,0,2,1,36.77926389,-84.80758611,1,1,1
17720,12,3,12,0,1,1,38.49730556,-91.23505556,1,0,1
17721,7,7,21,0,2,1,35.158675,-93.606125,1,1,1
17722,4,7,2,0,2,1,40.63681389,-75.85471111,1,1,1
17723,8,1,11,0,1,1,39.32283333,-90.92208333,1,0,2
17724,3,1,3,0,2,1,39.00034167,-76.07336944,1,1,1
17725,5,1,18,0,1,1,32.91746944,-84.63276111,1,1,1
17726,4,3,8,0,1,1,32.20765,-83.89875,1,0,1
17727,4,7,7,0,4,1,32.81986667,-80.16600833,1,0,1
17728,7,2,12,0,1,1,40.7394,-78.1408,1,0,1
17729,9,1,10,0,1,1,38.33313056,-76.91963611,1,0,1
17730,7,3,15,0,1,1,36.77869444,-91.13452778,1,0,1
17731,3,5,16,0,1,1,35.4202,-98.2708,1,1,1
17732,9,1,10,0,1,1,39.104625,-82.0987,1,0,1
17733,3,3,17,0,1,1,34.56005556,-84.299475,1,0,1
17734,4,1,11,0,1,1,39.59718611,-82.18262778,1,0,1
17735,10,1,16,0,1,1,39.18473889,-78.48241389,1,1,1
17736,6,1,14,0,1,1,40.80543333,-78.43327222,1,0,1
17737,4,4,14,0,1,2,33.72643056,-83.898575,1,0,1
17738,7,4,4,0,2,1,40.79338611,-76.81608611,1,0,1
17739,2,1,4,0,2,1,40.51298056,-75.36619167,1,0,1
17740,10,7,3,0,2,1,40.86729167,-75.67160278,1,1,1
17741,5,7,2,0,2,1,38.57942778,-84.16952778,1,1,1
17742,6,7,21,0,2,1,37.69685833,-82.97964167,1,1,1
17743,11,3,22,0,2,1,39.86455,-77.79179167,1,0,1
17744,10,7,0,0,2,1,40.79796111,-79.96351111,1,0,1
17745,6,5,6,0,2,1,34.15711944,-81.44362778,1,0,1
17746,8,7,1,0,2,1,38.85411944,-84.20881944,1,1,1
17747,9,2,1,0,2,1,41.412875,-80.11428889,1,1,1
17748,7,5,7,0,1,2,32.79701667,-80.04098333,1,0,1
17749,5,1,23,0,2,2,40.9963,-76.91160278,1,1,1
17750,1,5,1,0,2,2,40.19296667,-75.49150833,1,1,1
17751,3,3,8,0,1,2,41.06895278,-76.25891111,1,0,2
17752,1,7,20,0,2,2,40.58273611,-78.34203889,1,1,1
17753,10,7,13,0,1,1,39.89920278,-76.40171667,1,0,1
17754,8,6,16,0,1,1,37.35453333,-82.69906667,1,0,1
17755,9,2,12,0,1,1,34.42106111,-83.48377222,1,0,1
17756,12,3,15,0,1,2,41.15043611,-75.35805278,1,0,1
17757,7,1,16,0,1,1,31.011,-92.02708889,1,1,1
17758,9,6,13,0,1,1,35.30748333,-92.46427222,1,1,1
17759,1,5,16,0,1,1,30.9275,-90.7201,1,1,1
17760,1,6,7,0,1,1,34.21863889,-80.56139722,1,0,1
17761,3,3,14,0,1,1,32.79761667,-80.98294722,1,1,1
17762,7,5,7,0,1,1,41.05376389,-77.94166389,1,0,1
17763,3,2,17,0,1,2,35.75201111,-91.59111389,1,1,1
17764,5,7,4,0,4,1,36.71371667,-85.36015556,1,1,1
17765,12,4,9,0,1,1,34.63657778,-84.57763056,1,0,2
17766,8,3,20,0,2,2,41.90343333,-71.23391111,1,1,1
17767,1,5,0,0,2,1,37.28191667,-92.93647222,1,0,1
17768,12,7,2,0,2,1,41.15418889,-81.05116944,1,1,1
17769,11,1,18,0,2,1,31.78096389,-85.62759444,1,1,1
17770,10,7,2,0,2,1,35.85323056,-88.83751111,1,0,1
17771,8,3,16,0,1,2,41.98912778,-73.73481667,1,1,1
17772,8,2,23,0,3,2,25.95743056,-80.24608611,1,1,1
17773,6,1,3,0,2,1,30.96888333,-87.86511111,1,0,1
17774,6,5,22,0,2,1,34.23724444,-80.53258611,1,1,1
17775,2,6,23,0,2,1,37.22442222,-83.942275,1,1,1
17776,5,5,99,0,2,1,36.53863889,-84.01948889,1,0,1
17777,4,6,3,0,2,1,31.56136389,-84.17638889,1,0,1
17778,4,2,10,0,1,2,42.96027778,-70.86115278,1,0,1
17779,5,1,5,0,4,2,40.79776389,-73.92914167,1,1,1
17780,7,6,20,0,1,2,26.31874167,-80.10368333,1,0,1
17781,5,1,13,0,1,2,40.46703333,-79.83319444,1,0,1
17782,9,2,22,0,3,2,47.86475833,-122.10990278,1,0,1
17783,5,7,21,0,3,2,26.31840833,-80.09571667,1,0,1
17784,8,1,23,0,2,1,40.38825556,-80.30218056,1,1,1
17785,7,7,23,0,2,1,30.19254167,-91.17083056,1,0,1
17786,8,7,5,0,3,1,37.53499444,-85.90653611,1,1,1
17787,4,7,21,0,3,1,34.189475,-79.96634167,1,1,1
17788,10,1,2,0,2,2,34.795825,-82.21844444,1,1,1
17789,2,7,2,0,2,2,32.93425,-79.84318056,1,1,1
17790,5,3,18,0,1,2,42.06713333,-70.94880556,1,0,1
17791,12,1,22,0,2,2,40.70189444,-75.61301667,1,0,1
17792,1,3,23,0,3,2,27.76996389,-82.73175,1,1,1
17793,5,6,1,0,2,2,38.40399722,-121.38555556,1,0,1
17794,8,6,20,0,2,1,38.44885556,-123.05856667,1,0,1
17795,6,1,23,0,2,1,36.78481389,-121.68809444,1,1,1
17796,9,6,20,0,2,1,38.17342222,-120.396175,1,1,1
17797,8,5,3,0,3,2,33.94343889,-117.29236944,1,1,1
17798,5,7,2,0,3,1,34.03453889,-118.02958889,1,1,2
17799,9,2,18,0,2,1,40.52973056,-121.65603056,1,0,1
17800,10,7,22,0,2,1,33.43229167,-95.22404444,1,1,1
17801,7,7,22,0,2,1,34.85013611,-80.71834167,1,1,1
17802,10,7,23,0,2,1,31.42857222,-96.02281389,1,1,1
17803,9,1,17,0,1,1,42.3153,-84.45021389,1,0,1
17804,2,5,11,0,1,1,33.76413611,-87.27437778,1,0,1
17805,4,2,11,0,1,1,39.43675,-91.69144444,1,0,1
17806,1,4,14,0,1,1,38.11730556,-90.35152778,1,0,1
17807,9,4,12,0,1,1,41.39325833,-96.53103889,1,0,1
17808,8,5,16,0,1,1,40.03657222,-79.54840833,1,0,2
17809,9,1,11,0,1,2,41.21924167,-73.62299167,1,0,1
17810,6,5,22,0,3,1,35.9958,-95.0171,1,0,1
17811,4,2,19,0,5,1,46.556475,-122.5308,1,0,1
17812,12,5,22,0,2,2,41.75481111,-86.08896389,1,0,1
17813,4,1,0,0,2,2,41.33050278,-73.11703611,1,1,1
17814,8,6,23,0,2,1,30.649725,-93.39008333,1,1,1
17815,4,1,9,0,1,1,34.5986,-90.72659167,1,0,1
17816,3,6,15,0,1,1,39.61508333,-91.39238889,1,0,1
17817,10,7,12,0,1,1,38.73119722,-76.75639722,1,0,1
17818,8,1,16,0,1,1,33.68475833,-92.10856667,1,0,1
17819,4,2,16,0,1,1,34.82571111,-81.86938056,1,1,1
17820,8,7,18,0,1,1,32.73711944,-80.61592778,1,0,1
17821,9,3,5,0,4,1,34.54526667,-87.28018611,1,0,2
17822,2,3,13,0,1,1,34.62055556,-83.57616667,1,0,1
